lever_id,issue_code,repair_metric_name,target_metric_name,financial_model_location,impact_kind,mapping_basis,flags
expenses::Lease,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Lease,growth_model_mismatch,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Lease,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Lease,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Lease,operating_model_contradiction,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Lease,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda,finmo_json.quarter_rows[*].ebitda,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Lease,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda_margin_pct,derived from finmo_json.quarter_rows[*].ebitda and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Lease,profitability_cash_shape_unrealistic,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
expenses::Lease,profitability_cash_shape_unrealistic,ebitda_margin_pct,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,catastrophic_liquidity_failure,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
expenses::Marketing,cost_structure_mismatch,opex_to_revenue_ratio,g_and_a,finmo_json.quarter_rows[*].g_and_a,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,cost_structure_mismatch,opex_to_revenue_ratio,lease_rent,finmo_json.quarter_rows[*].lease_rent,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,cost_structure_mismatch,opex_to_revenue_ratio,marketing,finmo_json.quarter_rows[*].marketing,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,cost_structure_mismatch,opex_to_revenue_ratio,opex_to_revenue_ratio,"derived from finmo_json.quarter_rows[*].payroll, marketing, g_and_a, lease_rent, revenue",derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Marketing,cost_structure_mismatch,opex_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,cost_structure_mismatch,opex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Marketing,growth_model_mismatch,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Marketing,operating_model_contradiction,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda,finmo_json.quarter_rows[*].ebitda,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
expenses::Marketing,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda_margin_pct,derived from finmo_json.quarter_rows[*].ebitda and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
expenses::Marketing,profitability_cash_shape_unrealistic,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
expenses::Marketing,profitability_cash_shape_unrealistic,ebitda_margin_pct,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capacity_revenue_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capacity_revenue_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capacity_revenue_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capex_footprint_mismatch,capex_to_revenue_ratio,capex_to_revenue_ratio,derived from finmo_json.quarter_rows[*].capital_expenditures and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capex_footprint_mismatch,capex_to_revenue_ratio,capital_expenditures,finmo_json.quarter_rows[*].capital_expenditures,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capex_footprint_mismatch,ppe_to_revenue_ratio,ppe,finmo_json.quarter_rows[*].ppe,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capex_footprint_mismatch,ppe_to_revenue_ratio,ppe_to_revenue_ratio,derived from finmo_json.quarter_rows[*].ppe and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capex_footprint_mismatch,capex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,capex_footprint_mismatch,ppe_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,catastrophic_liquidity_failure,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
revenue::LOB 1::Product 1::Capacity,cost_structure_mismatch,opex_to_revenue_ratio,g_and_a,finmo_json.quarter_rows[*].g_and_a,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,cost_structure_mismatch,opex_to_revenue_ratio,lease_rent,finmo_json.quarter_rows[*].lease_rent,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,cost_structure_mismatch,opex_to_revenue_ratio,marketing,finmo_json.quarter_rows[*].marketing,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,cost_structure_mismatch,opex_to_revenue_ratio,opex_to_revenue_ratio,"derived from finmo_json.quarter_rows[*].payroll, marketing, g_and_a, lease_rent, revenue",derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,cost_structure_mismatch,opex_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,cost_structure_mismatch,opex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,growth_model_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,growth_model_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,growth_model_mismatch,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,growth_model_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,operating_model_contradiction,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,operating_model_contradiction,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,operating_model_contradiction,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,operating_model_contradiction,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda,finmo_json.quarter_rows[*].ebitda,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda_margin_pct,derived from finmo_json.quarter_rows[*].ebitda and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,profitability_cash_shape_unrealistic,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
revenue::LOB 1::Product 1::Capacity,profitability_cash_shape_unrealistic,ebitda_margin_pct,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,staffing_payroll_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,staffing_payroll_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Capacity,staffing_payroll_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capacity_revenue_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capacity_revenue_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capacity_revenue_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capex_footprint_mismatch,capex_to_revenue_ratio,capex_to_revenue_ratio,derived from finmo_json.quarter_rows[*].capital_expenditures and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capex_footprint_mismatch,capex_to_revenue_ratio,capital_expenditures,finmo_json.quarter_rows[*].capital_expenditures,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capex_footprint_mismatch,ppe_to_revenue_ratio,ppe,finmo_json.quarter_rows[*].ppe,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capex_footprint_mismatch,ppe_to_revenue_ratio,ppe_to_revenue_ratio,derived from finmo_json.quarter_rows[*].ppe and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capex_footprint_mismatch,capex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,capex_footprint_mismatch,ppe_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,catastrophic_liquidity_failure,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
revenue::LOB 1::Product 1::Unit Price,cost_structure_mismatch,opex_to_revenue_ratio,g_and_a,finmo_json.quarter_rows[*].g_and_a,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,cost_structure_mismatch,opex_to_revenue_ratio,lease_rent,finmo_json.quarter_rows[*].lease_rent,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,cost_structure_mismatch,opex_to_revenue_ratio,marketing,finmo_json.quarter_rows[*].marketing,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,cost_structure_mismatch,opex_to_revenue_ratio,opex_to_revenue_ratio,"derived from finmo_json.quarter_rows[*].payroll, marketing, g_and_a, lease_rent, revenue",derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,cost_structure_mismatch,opex_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,cost_structure_mismatch,opex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,growth_model_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,growth_model_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,growth_model_mismatch,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,growth_model_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,operating_model_contradiction,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,operating_model_contradiction,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,operating_model_contradiction,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,operating_model_contradiction,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda,finmo_json.quarter_rows[*].ebitda,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda_margin_pct,derived from finmo_json.quarter_rows[*].ebitda and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,profitability_cash_shape_unrealistic,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
revenue::LOB 1::Product 1::Unit Price,profitability_cash_shape_unrealistic,ebitda_margin_pct,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,staffing_payroll_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,staffing_payroll_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Unit Price,staffing_payroll_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capacity_revenue_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capacity_revenue_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capacity_revenue_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capex_footprint_mismatch,capex_to_revenue_ratio,capex_to_revenue_ratio,derived from finmo_json.quarter_rows[*].capital_expenditures and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capex_footprint_mismatch,capex_to_revenue_ratio,capital_expenditures,finmo_json.quarter_rows[*].capital_expenditures,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capex_footprint_mismatch,ppe_to_revenue_ratio,ppe,finmo_json.quarter_rows[*].ppe,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capex_footprint_mismatch,ppe_to_revenue_ratio,ppe_to_revenue_ratio,derived from finmo_json.quarter_rows[*].ppe and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capex_footprint_mismatch,capex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,capex_footprint_mismatch,ppe_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,catastrophic_liquidity_failure,ending_cash,ending_cash,finmo_json.quarter_rows[*].ending_cash,direct,exact_repair_metric,
revenue::LOB 1::Product 1::Utilization,cost_structure_mismatch,opex_to_revenue_ratio,g_and_a,finmo_json.quarter_rows[*].g_and_a,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,cost_structure_mismatch,opex_to_revenue_ratio,lease_rent,finmo_json.quarter_rows[*].lease_rent,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,cost_structure_mismatch,opex_to_revenue_ratio,marketing,finmo_json.quarter_rows[*].marketing,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,cost_structure_mismatch,opex_to_revenue_ratio,opex_to_revenue_ratio,"derived from finmo_json.quarter_rows[*].payroll, marketing, g_and_a, lease_rent, revenue",derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,cost_structure_mismatch,opex_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,cost_structure_mismatch,opex_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,growth_model_mismatch,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,growth_model_mismatch,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,growth_model_mismatch,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,growth_model_mismatch,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,growth_model_mismatch,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow,finmo_json.quarter_rows[*].operating_cash_flow,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,operating_model_contradiction,operating_cash_flow_margin,operating_cash_flow_margin,derived from finmo_json.quarter_rows[*].operating_cash_flow and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,operating_model_contradiction,payroll_to_revenue_ratio,payroll,finmo_json.quarter_rows[*].payroll,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,operating_model_contradiction,payroll_to_revenue_ratio,payroll_to_revenue_ratio,derived from finmo_json.quarter_rows[*].payroll and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,operating_model_contradiction,operating_cash_flow_margin,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,operating_model_contradiction,payroll_to_revenue_ratio,revenue,finmo_json.quarter_rows[*].revenue,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda,finmo_json.quarter_rows[*].ebitda,direct,proxy_from_source_metric_names,proxy_metric|multiple_target_metrics_for_same_repair_metric
revenue::LOB 1::Product 1::Utilization,profitability_cash_shape_unrealistic,ebitda_margin_pct,ebitda_margin_pct,derived from finmo_json.quarter_rows[*].ebitda and revenue,derived,exact_repair_metric,multiple_target_metrics_for_same_repair_metric
